Transaction ID,Date,Customer ID,Gender,Age,Product Category,Quantity,Price per Unit,Total Amount,Year,Month,Day,January,Qurter,Product Name
553,24-07-2023,CUST553,Male,24,Clothing,4,300,1200,2023,7,24,July,Q3,Formal Shirt
554,24-07-2023,CUST554,Female,46,Beauty,3,50,150,2023,7,24,July,Q3,Hair Oil
555,24-07-2023,CUST555,Male,25,Beauty,1,300,300,2023,7,24,July,Q3,Lip Balm
556,25-07-2023,CUST556,Female,18,Electronics,1,50,50,2023,7,25,July,Q3,Mobile Stand
557,25-07-2023,CUST557,Female,20,Beauty,3,30,90,2023,7,25,July,Q3,Makeup Brush
558,25-07-2023,CUST558,Female,41,Clothing,1,25,25,2023,7,25,July,Q3,Denim Jacket
559,26-07-2023,CUST559,Female,40,Clothing,4,300,1200,2023,7,26,July,Q3,Formal Shirt
560,26-07-2023,CUST560,Female,25,Electronics,1,50,50,2023,7,26,July,Q3,Mouse
561,26-07-2023,CUST561,Female,64,Clothing,4,500,2000,2023,7,26,July,Q3,Formal Shirt
562,27-07-2023,CUST562,Male,54,Electronics,2,25,50,2023,7,27,July,Q3,OTG Cable
563,27-07-2023,CUST563,Male,20,Clothing,2,30,60,2023,7,27,July,Q3,Kurti
564,27-07-2023,CUST564,Male,50,Electronics,2,50,100,2023,7,27,July,Q3,Power Adapter
565,28-07-2023,CUST565,Female,45,Beauty,2,30,60,2023,7,28,July,Q3,Body Lotion
566,28-07-2023,CUST566,Female,64,Clothing,1,30,30,2023,7,28,July,Q3,Cotton Trousers
567,28-07-2023,CUST567,Female,25,Clothing,3,300,900,2023,7,28,July,Q3,Hoodie
568,28-07-2023,CUST568,Female,51,Electronics,1,300,300,2023,7,28,July,Q3,Mobile Stand
569,28-07-2023,CUST569,Male,52,Electronics,4,50,200,2023,7,28,July,Q3,Keyboard
570,29-07-2023,CUST570,Male,49,Clothing,1,500,500,2023,7,29,July,Q3,Casual Shirt
571,29-07-2023,CUST571,Female,41,Electronics,1,50,50,2023,7,29,July,Q3,OTG Cable
572,30-07-2023,CUST572,Male,31,Clothing,4,500,2000,2023,7,30,July,Q3,Cotton Trousers
573,30-07-2023,CUST573,Male,49,Beauty,2,30,60,2023,7,30,July,Q3,Face Cream
574,31-07-2023,CUST574,Female,63,Electronics,2,25,50,2023,7,31,August,Q3,OTG Cable
575,01-08-2023,CUST575,Male,60,Clothing,2,50,100,2023,8,1,August,Q3,Casual Shirt
576,01-08-2023,CUST576,Female,33,Beauty,3,50,150,2023,8,1,August,Q3,Aloe Vera Gel
577,01-08-2023,CUST577,Male,21,Beauty,4,500,2000,2023,8,1,August,Q3,Lip Balm
578,02-08-2023,CUST578,Female,54,Clothing,4,30,120,2023,8,2,August,Q3,Kurti
579,03-08-2023,CUST579,Female,38,Electronics,1,30,30,2023,8,3,August,Q3,Memory Card
580,03-08-2023,CUST580,Female,31,Clothing,3,500,1500,2023,8,3,August,Q3,Hoodie
581,03-08-2023,CUST581,Female,48,Beauty,2,30,60,2023,8,3,August,Q3,Face Wash
582,04-08-2023,CUST582,Male,35,Clothing,3,300,900,2023,8,4,August,Q3,Denim Jacket
583,04-08-2023,CUST583,Female,24,Electronics,4,25,100,2023,8,4,August,Q3,Bluetooth Receiver
584,04-08-2023,CUST584,Female,27,Beauty,4,50,200,2023,8,4,August,Q3,Hair Serum
585,04-08-2023,CUST585,Female,24,Clothing,1,25,25,2023,8,4,August,Q3,Casual Shirt
586,05-08-2023,CUST586,Male,50,Electronics,1,50,50,2023,8,5,August,Q3,Wired Earphones
587,05-08-2023,CUST587,Female,40,Beauty,4,300,1200,2023,8,5,August,Q3,Hair Oil
588,05-08-2023,CUST588,Male,38,Electronics,2,30,60,2023,8,5,August,Q3,Charging Cable
589,05-08-2023,CUST589,Female,36,Beauty,2,500,1000,2023,8,5,August,Q3,Makeup Brush
590,05-08-2023,CUST590,Male,36,Clothing,3,300,900,2023,8,5,August,Q3,Formal Shirt
591,05-08-2023,CUST591,Male,53,Electronics,4,25,100,2023,8,5,August,Q3,Keyboard
592,05-08-2023,CUST592,Female,46,Beauty,4,500,2000,2023,8,5,August,Q3,Nail Polish
593,05-08-2023,CUST593,Male,35,Electronics,2,30,60,2023,8,5,August,Q3,Power Adapter
594,06-08-2023,CUST594,Female,19,Electronics,2,300,600,2023,8,6,August,Q3,Power Adapter
595,06-08-2023,CUST595,Female,18,Clothing,4,500,2000,2023,8,6,August,Q3,Jeans
596,07-08-2023,CUST596,Female,64,Electronics,1,300,300,2023,8,7,August,Q3,Bluetooth Receiver
597,07-08-2023,CUST597,Male,22,Beauty,4,300,1200,2023,8,7,August,Q3,Face Wash
598,08-08-2023,CUST598,Male,37,Beauty,4,30,120,2023,8,8,August,Q3,Nail Polish
599,08-08-2023,CUST599,Female,28,Beauty,2,50,100,2023,8,8,August,Q3,Aloe Vera Gel
600,08-08-2023,CUST600,Female,59,Beauty,2,500,1000,2023,8,8,August,Q3,Hair Oil
601,08-08-2023,CUST601,Male,19,Clothing,1,30,30,2023,8,8,August,Q3,T-Shirt
602,09-08-2023,CUST602,Female,20,Electronics,1,300,300,2023,8,9,August,Q3,Mobile Stand
603,09-08-2023,CUST603,Female,40,Clothing,3,30,90,2023,8,9,August,Q3,T-Shirt
604,09-08-2023,CUST604,Female,29,Electronics,4,50,200,2023,8,9,August,Q3,OTG Cable
605,09-08-2023,CUST605,Male,37,Electronics,2,500,1000,2023,8,9,August,Q3,Power Adapter
606,10-08-2023,CUST606,Male,22,Electronics,1,50,50,2023,8,10,August,Q3,USB Cable
607,11-08-2023,CUST607,Male,54,Clothing,3,25,75,2023,8,11,August,Q3,Denim Jacket
608,11-08-2023,CUST608,Female,55,Electronics,3,500,1500,2023,8,11,August,Q3,Power Adapter
609,11-08-2023,CUST609,Female,47,Clothing,2,50,100,2023,8,11,August,Q3,T-Shirt
610,12-08-2023,CUST610,Female,26,Beauty,2,300,600,2023,8,12,August,Q3,Aloe Vera Gel
611,12-08-2023,CUST611,Male,51,Beauty,3,500,1500,2023,8,12,August,Q3,Face Wash
612,12-08-2023,CUST612,Female,61,Electronics,1,500,500,2023,8,12,August,Q3,Mouse
613,12-08-2023,CUST613,Female,52,Clothing,3,30,90,2023,8,12,August,Q3,Jeans
614,13-08-2023,CUST614,Female,39,Beauty,4,300,1200,2023,8,13,August,Q3,Lip Balm
615,13-08-2023,CUST615,Female,61,Clothing,4,25,100,2023,8,13,August,Q3,Sweater
616,14-08-2023,CUST616,Male,41,Clothing,2,50,100,2023,8,14,August,Q3,Hoodie
617,14-08-2023,CUST617,Male,34,Electronics,1,30,30,2023,8,14,August,Q3,Bluetooth Receiver
618,15-08-2023,CUST618,Female,27,Beauty,1,50,50,2023,8,15,August,Q3,Aloe Vera Gel
619,15-08-2023,CUST619,Male,47,Electronics,4,25,100,2023,8,15,August,Q3,Bluetooth Receiver
620,15-08-2023,CUST620,Male,63,Electronics,3,25,75,2023,8,15,August,Q3,Power Adapter
621,15-08-2023,CUST621,Female,40,Beauty,2,500,1000,2023,8,15,August,Q3,Lip Balm
622,15-08-2023,CUST622,Female,49,Beauty,3,25,75,2023,8,15,August,Q3,Hair Serum
623,15-08-2023,CUST623,Male,34,Clothing,3,50,150,2023,8,15,August,Q3,Track Pants
624,17-08-2023,CUST624,Female,34,Beauty,3,300,900,2023,8,17,August,Q3,Aloe Vera Gel
625,18-08-2023,CUST625,Male,31,Clothing,1,300,300,2023,8,18,August,Q3,Casual Shirt
626,18-08-2023,CUST626,Female,26,Clothing,4,500,2000,2023,8,18,August,Q3,Formal Shirt
627,18-08-2023,CUST627,Male,57,Clothing,1,50,50,2023,8,18,August,Q3,T-Shirt
628,19-08-2023,CUST628,Female,19,Beauty,4,50,200,2023,8,19,August,Q3,Lip Balm
629,19-08-2023,CUST629,Male,62,Electronics,2,25,50,2023,8,19,August,Q3,USB Cable
630,19-08-2023,CUST630,Male,42,Clothing,2,50,100,2023,8,19,August,Q3,Hoodie
631,19-08-2023,CUST631,Male,56,Electronics,3,30,90,2023,8,19,August,Q3,OTG Cable
632,20-08-2023,CUST632,Female,26,Electronics,4,25,100,2023,8,20,August,Q3,Wired Earphones
633,21-08-2023,CUST633,Male,39,Beauty,4,30,120,2023,8,21,August,Q3,Face Cream
634,21-08-2023,CUST634,Male,60,Electronics,4,500,2000,2023,8,21,August,Q3,Wired Earphones
635,21-08-2023,CUST635,Female,63,Electronics,3,300,900,2023,8,21,August,Q3,Mouse
636,21-08-2023,CUST636,Female,21,Beauty,3,500,1500,2023,8,21,August,Q3,Makeup Brush
637,21-08-2023,CUST637,Male,43,Clothing,2,300,600,2023,8,21,August,Q3,Hoodie
638,21-08-2023,CUST638,Male,46,Electronics,1,500,500,2023,8,21,August,Q3,Bluetooth Receiver
639,22-08-2023,CUST639,Female,62,Beauty,4,50,200,2023,8,22,August,Q3,Aloe Vera Gel
640,22-08-2023,CUST640,Female,51,Electronics,4,30,120,2023,8,22,August,Q3,Mouse
641,23-08-2023,CUST641,Female,40,Electronics,1,300,300,2023,8,23,August,Q3,USB Cable
642,23-08-2023,CUST642,Female,54,Clothing,4,25,100,2023,8,23,August,Q3,Sweater
643,23-08-2023,CUST643,Female,28,Electronics,3,30,90,2023,8,23,August,Q3,USB Cable
644,24-08-2023,CUST644,Male,23,Beauty,3,25,75,2023,8,24,August,Q3,Body Lotion
645,24-08-2023,CUST645,Female,35,Electronics,4,30,120,2023,8,24,August,Q3,Power Adapter
646,24-08-2023,CUST646,Male,38,Clothing,3,30,90,2023,8,24,August,Q3,Formal Shirt
647,25-08-2023,CUST647,Male,59,Clothing,3,500,1500,2023,8,25,August,Q3,Casual Shirt
648,25-08-2023,CUST648,Male,53,Beauty,4,300,1200,2023,8,25,August,Q3,Body Lotion
649,25-08-2023,CUST649,Female,58,Clothing,2,300,600,2023,8,25,August,Q3,Sweater
650,26-08-2023,CUST650,Male,55,Electronics,1,30,30,2023,8,26,August,Q3,Mouse
651,26-08-2023,CUST651,Male,51,Clothing,3,50,150,2023,8,26,August,Q3,Jeans
652,26-08-2023,CUST652,Female,34,Beauty,2,50,100,2023,8,26,August,Q3,Hair Oil
653,27-08-2023,CUST653,Male,54,Clothing,3,25,75,2023,8,27,August,Q3,T-Shirt
654,27-08-2023,CUST654,Male,42,Clothing,3,25,75,2023,8,27,August,Q3,Formal Shirt
655,27-08-2023,CUST655,Female,55,Clothing,1,500,500,2023,8,27,August,Q3,Track Pants
656,27-08-2023,CUST656,Male,29,Beauty,3,30,90,2023,8,27,August,Q3,Face Wash
657,28-08-2023,CUST657,Male,40,Clothing,1,25,25,2023,8,28,August,Q3,Hoodie
658,28-08-2023,CUST658,Male,59,Clothing,1,25,25,2023,8,28,August,Q3,T-Shirt
659,28-08-2023,CUST659,Female,39,Electronics,1,30,30,2023,8,28,August,Q3,Wired Earphones
660,29-08-2023,CUST660,Female,38,Beauty,2,500,1000,2023,8,29,August,Q3,Hair Serum
661,29-08-2023,CUST661,Female,44,Clothing,4,25,100,2023,8,29,August,Q3,Kurti
662,29-08-2023,CUST662,Male,48,Beauty,2,500,1000,2023,8,29,August,Q3,Hair Serum
663,29-08-2023,CUST663,Male,23,Clothing,4,300,1200,2023,8,29,August,Q3,T-Shirt
664,31-08-2023,CUST664,Female,44,Clothing,4,500,2000,2023,8,31,August,Q3,Jeans
665,31-08-2023,CUST665,Male,57,Clothing,1,50,50,2023,8,31,August,Q3,Kurti
666,31-08-2023,CUST666,Male,51,Electronics,3,50,150,2023,8,31,August,Q3,OTG Cable
667,31-08-2023,CUST667,Female,29,Electronics,1,500,500,2023,8,31,August,Q3,Charging Cable
668,31-08-2023,CUST668,Female,62,Electronics,3,50,150,2023,8,31,September,Q3,Keyboard
669,01-09-2023,CUST669,Male,24,Beauty,4,300,1200,2023,9,1,September,Q3,Face Cream
670,01-09-2023,CUST670,Male,27,Beauty,1,30,30,2023,9,1,September,Q3,Body Lotion
671,01-09-2023,CUST671,Male,62,Electronics,3,50,150,2023,9,1,September,Q3,Bluetooth Receiver
672,01-09-2023,CUST672,Female,34,Beauty,2,50,100,2023,9,1,September,Q3,Compact Powder
673,02-09-2023,CUST673,Female,43,Clothing,3,500,1500,2023,9,2,September,Q3,Formal Shirt
674,02-09-2023,CUST674,Female,38,Clothing,1,300,300,2023,9,2,September,Q3,T-Shirt
675,02-09-2023,CUST675,Female,45,Clothing,2,30,60,2023,9,2,September,Q3,Formal Shirt
676,03-09-2023,CUST676,Male,63,Electronics,3,500,1500,2023,9,3,September,Q3,Mouse
677,04-09-2023,CUST677,Female,19,Beauty,3,500,1500,2023,9,4,September,Q3,Face Cream
678,05-09-2023,CUST678,Female,60,Electronics,3,300,900,2023,9,5,September,Q3,Keyboard
679,05-09-2023,CUST679,Female,18,Beauty,3,30,90,2023,9,5,September,Q3,Compact Powder
680,06-09-2023,CUST680,Female,53,Clothing,3,300,900,2023,9,6,September,Q3,Formal Shirt
681,06-09-2023,CUST681,Female,43,Electronics,2,30,60,2023,9,6,September,Q3,Wired Earphones
682,06-09-2023,CUST682,Male,46,Beauty,4,300,1200,2023,9,6,September,Q3,Lip Balm
683,06-09-2023,CUST683,Male,38,Beauty,2,500,1000,2023,9,6,September,Q3,Hair Serum
684,06-09-2023,CUST684,Female,28,Clothing,2,500,1000,2023,9,6,September,Q3,Hoodie
685,07-09-2023,CUST685,Male,57,Electronics,2,25,50,2023,9,7,September,Q3,OTG Cable
686,07-09-2023,CUST686,Female,28,Electronics,4,50,200,2023,9,7,September,Q3,USB Cable
687,07-09-2023,CUST687,Female,53,Electronics,1,300,300,2023,9,7,September,Q3,Mobile Stand
688,08-09-2023,CUST688,Male,56,Clothing,4,25,100,2023,9,8,September,Q3,Formal Shirt
689,08-09-2023,CUST689,Male,57,Electronics,2,50,100,2023,9,8,September,Q3,Memory Card
690,08-09-2023,CUST690,Female,52,Clothing,3,300,900,2023,9,8,September,Q3,Kurti
691,08-09-2023,CUST691,Female,51,Clothing,3,30,90,2023,9,8,September,Q3,Track Pants
692,09-09-2023,CUST692,Female,64,Clothing,2,50,100,2023,9,9,September,Q3,T-Shirt
693,09-09-2023,CUST693,Male,41,Beauty,3,500,1500,2023,9,9,September,Q3,Hair Serum
694,09-09-2023,CUST694,Female,39,Electronics,2,25,50,2023,9,9,September,Q3,Bluetooth Receiver
695,10-09-2023,CUST695,Female,22,Electronics,3,50,150,2023,9,10,September,Q3,Mouse
696,11-09-2023,CUST696,Female,50,Clothing,4,50,200,2023,9,11,September,Q3,Track Pants
697,11-09-2023,CUST697,Male,53,Clothing,1,500,500,2023,9,11,September,Q3,Denim Jacket
698,13-09-2023,CUST698,Female,64,Electronics,1,300,300,2023,9,13,September,Q3,Power Adapter
699,14-09-2023,CUST699,Female,37,Clothing,4,30,120,2023,9,14,September,Q3,Jeans
700,15-09-2023,CUST700,Male,36,Electronics,4,500,2000,2023,9,15,September,Q3,Wired Earphones
701,16-09-2023,CUST701,Female,52,Beauty,2,30,60,2023,9,16,September,Q3,Lip Balm
702,16-09-2023,CUST702,Female,60,Clothing,2,300,600,2023,9,16,September,Q3,Sweater
703,16-09-2023,CUST703,Male,34,Electronics,2,50,100,2023,9,16,September,Q3,Bluetooth Receiver
704,17-09-2023,CUST704,Female,62,Clothing,3,30,90,2023,9,17,September,Q3,Hoodie
705,17-09-2023,CUST705,Male,60,Electronics,2,25,50,2023,9,17,September,Q3,Power Adapter
706,17-09-2023,CUST706,Male,51,Electronics,4,25,100,2023,9,17,September,Q3,Charging Cable
707,17-09-2023,CUST707,Female,26,Clothing,1,500,500,2023,9,17,September,Q3,Kurti
708,17-09-2023,CUST708,Female,43,Beauty,3,300,900,2023,9,17,September,Q3,Body Lotion
709,18-09-2023,CUST709,Female,19,Electronics,2,500,1000,2023,9,18,September,Q3,Power Adapter
710,18-09-2023,CUST710,Female,26,Electronics,3,500,1500,2023,9,18,September,Q3,USB Cable
711,18-09-2023,CUST711,Male,26,Electronics,3,500,1500,2023,9,18,September,Q3,Wired Earphones
712,19-09-2023,CUST712,Female,57,Beauty,2,25,50,2023,9,19,September,Q3,Compact Powder
713,19-09-2023,CUST713,Male,34,Beauty,3,25,75,2023,9,19,September,Q3,Nail Polish
714,21-09-2023,CUST714,Female,18,Clothing,1,500,500,2023,9,21,September,Q3,Kurti
715,21-09-2023,CUST715,Female,42,Beauty,4,25,100,2023,9,21,September,Q3,Nail Polish
716,22-09-2023,CUST716,Female,60,Clothing,4,300,1200,2023,9,22,September,Q3,Casual Shirt
717,22-09-2023,CUST717,Male,57,Clothing,1,500,500,2023,9,22,September,Q3,Formal Shirt
718,23-09-2023,CUST718,Female,59,Beauty,3,25,75,2023,9,23,September,Q3,Nail Polish
719,24-09-2023,CUST719,Female,42,Clothing,2,30,60,2023,9,24,September,Q3,Hoodie
720,24-09-2023,CUST720,Female,56,Beauty,3,500,1500,2023,9,24,September,Q3,Nail Polish
721,25-09-2023,CUST721,Female,52,Clothing,1,500,500,2023,9,25,September,Q3,Cotton Trousers
722,25-09-2023,CUST722,Male,20,Beauty,3,300,900,2023,9,25,September,Q3,Face Wash
723,25-09-2023,CUST723,Female,54,Beauty,4,50,200,2023,9,25,September,Q3,Lip Balm
724,26-09-2023,CUST724,Male,61,Clothing,3,50,150,2023,9,26,September,Q3,Formal Shirt
725,28-09-2023,CUST725,Male,61,Electronics,1,300,300,2023,9,28,September,Q3,Mouse
726,28-09-2023,CUST726,Male,47,Clothing,4,300,1200,2023,9,28,September,Q3,T-Shirt
727,28-09-2023,CUST727,Male,55,Beauty,3,300,900,2023,9,28,September,Q3,Hair Oil
728,29-09-2023,CUST728,Male,51,Electronics,3,50,150,2023,9,29,September,Q3,Mobile Stand
729,29-09-2023,CUST729,Male,29,Clothing,4,300,1200,2023,9,29,September,Q3,Sweater
730,29-09-2023,CUST730,Female,36,Clothing,2,25,50,2023,9,29,September,Q3,Track Pants
731,29-09-2023,CUST731,Male,54,Clothing,4,500,2000,2023,9,29,September,Q3,Jeans
732,30-09-2023,CUST732,Male,61,Electronics,2,500,1000,2023,9,30,September,Q3,Power Adapter
733,30-09-2023,CUST733,Male,34,Beauty,1,30,30,2023,9,30,October,Q3,Hair Oil
734,01-10-2023,CUST734,Female,27,Clothing,1,30,30,2023,10,1,October,Q4,Formal Shirt
735,01-10-2023,CUST735,Female,64,Clothing,4,500,2000,2023,10,1,October,Q4,Denim Jacket
736,01-10-2023,CUST736,Male,29,Clothing,4,25,100,2023,10,1,October,Q4,Hoodie
737,02-10-2023,CUST737,Female,33,Clothing,1,50,50,2023,10,2,October,Q4,Cotton Trousers
738,02-10-2023,CUST738,Male,41,Clothing,2,50,100,2023,10,2,October,Q4,Denim Jacket
739,02-10-2023,CUST739,Male,36,Beauty,1,25,25,2023,10,2,October,Q4,Body Lotion
740,02-10-2023,CUST740,Female,25,Beauty,4,50,200,2023,10,2,October,Q4,Body Lotion
741,02-10-2023,CUST741,Male,48,Clothing,1,300,300,2023,10,2,October,Q4,Denim Jacket
742,03-10-2023,CUST742,Female,38,Electronics,4,500,2000,2023,10,3,October,Q4,Keyboard
743,03-10-2023,CUST743,Female,34,Beauty,4,500,2000,2023,10,3,October,Q4,Face Wash
744,03-10-2023,CUST744,Male,40,Electronics,1,25,25,2023,10,3,October,Q4,Memory Card
745,03-10-2023,CUST745,Male,54,Beauty,2,50,100,2023,10,3,October,Q4,Lip Balm
746,03-10-2023,CUST746,Female,33,Clothing,3,30,90,2023,10,3,October,Q4,Hoodie
747,04-10-2023,CUST747,Male,23,Beauty,1,30,30,2023,10,4,October,Q4,Compact Powder
748,04-10-2023,CUST748,Male,25,Clothing,3,50,150,2023,10,4,October,Q4,Denim Jacket
749,04-10-2023,CUST749,Male,42,Beauty,1,30,30,2023,10,4,October,Q4,Lip Balm
750,04-10-2023,CUST750,Female,35,Clothing,3,25,75,2023,10,4,October,Q4,Jeans
751,04-10-2023,CUST751,Female,42,Clothing,2,25,50,2023,10,4,October,Q4,Formal Shirt
752,04-10-2023,CUST752,Male,29,Clothing,2,50,100,2023,10,4,October,Q4,Casual Shirt
753,05-10-2023,CUST753,Female,32,Clothing,1,30,30,2023,10,5,October,Q4,Hoodie
754,05-10-2023,CUST754,Female,43,Electronics,4,25,100,2023,10,5,October,Q4,Power Adapter
755,06-10-2023,CUST755,Female,58,Clothing,3,25,75,2023,10,6,October,Q4,Cotton Trousers
756,07-10-2023,CUST756,Female,62,Electronics,4,300,1200,2023,10,7,October,Q4,Mobile Stand
757,07-10-2023,CUST757,Female,43,Electronics,4,300,1200,2023,10,7,October,Q4,Memory Card
758,07-10-2023,CUST758,Male,64,Clothing,4,25,100,2023,10,7,October,Q4,T-Shirt
759,07-10-2023,CUST759,Male,49,Electronics,2,50,100,2023,10,7,October,Q4,Power Adapter
760,08-10-2023,CUST760,Male,27,Beauty,1,500,500,2023,10,8,October,Q4,Hair Serum
761,08-10-2023,CUST761,Female,33,Clothing,1,500,500,2023,10,8,October,Q4,Sweater
762,09-10-2023,CUST762,Female,24,Electronics,2,25,50,2023,10,9,October,Q4,Charging Cable
763,09-10-2023,CUST763,Male,34,Clothing,2,25,50,2023,10,9,October,Q4,Casual Shirt
764,09-10-2023,CUST764,Female,40,Clothing,1,25,25,2023,10,9,October,Q4,Cotton Trousers
765,10-10-2023,CUST765,Male,43,Clothing,4,50,200,2023,10,10,October,Q4,Casual Shirt
766,10-10-2023,CUST766,Male,38,Electronics,3,300,900,2023,10,10,October,Q4,Keyboard
767,10-10-2023,CUST767,Male,39,Beauty,3,25,75,2023,10,10,October,Q4,Makeup Brush
768,10-10-2023,CUST768,Female,24,Beauty,3,25,75,2023,10,10,October,Q4,Nail Polish
769,11-10-2023,CUST769,Female,31,Electronics,4,30,120,2023,10,11,October,Q4,Bluetooth Receiver
770,11-10-2023,CUST770,Male,32,Clothing,1,50,50,2023,10,11,October,Q4,Track Pants
771,11-10-2023,CUST771,Male,24,Electronics,2,25,50,2023,10,11,October,Q4,Keyboard
772,11-10-2023,CUST772,Male,26,Electronics,1,30,30,2023,10,11,October,Q4,Bluetooth Receiver
773,11-10-2023,CUST773,Male,25,Electronics,4,500,2000,2023,10,11,October,Q4,Keyboard
774,11-10-2023,CUST774,Female,40,Clothing,2,25,50,2023,10,11,October,Q4,T-Shirt
775,11-10-2023,CUST775,Female,46,Electronics,4,25,100,2023,10,11,October,Q4,Mobile Stand
776,12-10-2023,CUST776,Male,35,Clothing,3,30,90,2023,10,12,October,Q4,Track Pants
777,12-10-2023,CUST777,Male,48,Electronics,3,50,150,2023,10,12,October,Q4,USB Cable
778,12-10-2023,CUST778,Female,47,Beauty,4,25,100,2023,10,12,October,Q4,Hair Oil
779,13-10-2023,CUST779,Female,56,Electronics,2,500,1000,2023,10,13,October,Q4,Bluetooth Receiver
780,13-10-2023,CUST780,Male,52,Electronics,2,25,50,2023,10,13,October,Q4,Keyboard
781,13-10-2023,CUST781,Male,35,Beauty,1,500,500,2023,10,13,October,Q4,Compact Powder
782,14-10-2023,CUST782,Male,59,Clothing,3,300,900,2023,10,14,October,Q4,Kurti
783,14-10-2023,CUST783,Female,56,Clothing,1,300,300,2023,10,14,October,Q4,Jeans
784,15-10-2023,CUST784,Female,34,Electronics,1,500,500,2023,10,15,October,Q4,Keyboard
785,15-10-2023,CUST785,Female,31,Beauty,4,50,200,2023,10,15,October,Q4,Hair Oil
786,15-10-2023,CUST786,Male,48,Clothing,4,25,100,2023,10,15,October,Q4,Casual Shirt
787,16-10-2023,CUST787,Male,41,Electronics,1,25,25,2023,10,16,October,Q4,Memory Card
788,16-10-2023,CUST788,Female,52,Beauty,3,300,900,2023,10,16,October,Q4,Makeup Brush
789,16-10-2023,CUST789,Female,61,Clothing,4,500,2000,2023,10,16,October,Q4,Sweater
790,16-10-2023,CUST790,Male,62,Clothing,1,25,25,2023,10,16,October,Q4,Hoodie
791,17-10-2023,CUST791,Female,51,Beauty,1,25,25,2023,10,17,October,Q4,Compact Powder
792,17-10-2023,CUST792,Female,20,Beauty,1,50,50,2023,10,17,October,Q4,Compact Powder
793,18-10-2023,CUST793,Male,54,Beauty,1,30,30,2023,10,18,October,Q4,Nail Polish
794,18-10-2023,CUST794,Female,60,Beauty,1,300,300,2023,10,18,October,Q4,Lip Balm
795,19-10-2023,CUST795,Male,57,Electronics,1,300,300,2023,10,19,October,Q4,USB Cable
796,19-10-2023,CUST796,Male,43,Beauty,4,30,120,2023,10,19,October,Q4,Lip Balm
797,19-10-2023,CUST797,Male,40,Clothing,3,25,75,2023,10,19,October,Q4,Hoodie
798,19-10-2023,CUST798,Male,61,Clothing,1,50,50,2023,10,19,October,Q4,Sweater
799,20-10-2023,CUST799,Male,56,Electronics,2,50,100,2023,10,20,October,Q4,Keyboard
800,21-10-2023,CUST800,Male,32,Clothing,4,300,1200,2023,10,21,October,Q4,Cotton Trousers
801,22-10-2023,CUST801,Male,21,Clothing,4,50,200,2023,10,22,October,Q4,Casual Shirt
802,22-10-2023,CUST802,Female,46,Beauty,1,30,30,2023,10,22,October,Q4,Nail Polish
803,22-10-2023,CUST803,Male,39,Clothing,4,25,100,2023,10,22,October,Q4,Casual Shirt
804,23-10-2023,CUST804,Male,42,Electronics,1,30,30,2023,10,23,October,Q4,USB Cable
805,23-10-2023,CUST805,Female,30,Beauty,3,500,1500,2023,10,23,October,Q4,Compact Powder
806,23-10-2023,CUST806,Female,35,Beauty,3,300,900,2023,10,23,October,Q4,Makeup Brush
807,23-10-2023,CUST807,Female,50,Electronics,4,50,200,2023,10,23,October,Q4,Power Adapter
808,24-10-2023,CUST808,Male,33,Beauty,4,500,2000,2023,10,24,October,Q4,Hair Oil
809,24-10-2023,CUST809,Female,62,Beauty,2,50,100,2023,10,24,October,Q4,Lip Balm
810,24-10-2023,CUST810,Male,59,Electronics,4,25,100,2023,10,24,October,Q4,Keyboard
811,24-10-2023,CUST811,Male,61,Beauty,2,25,50,2023,10,24,October,Q4,Body Lotion
812,25-10-2023,CUST812,Male,19,Electronics,3,25,75,2023,10,25,October,Q4,Charging Cable
813,25-10-2023,CUST813,Male,52,Electronics,3,50,150,2023,10,25,October,Q4,Mouse
814,26-10-2023,CUST814,Female,59,Clothing,1,500,500,2023,10,26,October,Q4,Track Pants
815,26-10-2023,CUST815,Female,51,Clothing,3,25,75,2023,10,26,October,Q4,Kurti
816,26-10-2023,CUST816,Male,47,Beauty,2,500,1000,2023,10,26,October,Q4,Makeup Brush
817,27-10-2023,CUST817,Male,30,Beauty,4,50,200,2023,10,27,October,Q4,Face Cream
818,27-10-2023,CUST818,Male,30,Electronics,1,500,500,2023,10,27,October,Q4,USB Cable
819,27-10-2023,CUST819,Female,35,Beauty,2,50,100,2023,10,27,October,Q4,Aloe Vera Gel
820,29-10-2023,CUST820,Male,49,Electronics,4,50,200,2023,10,29,October,Q4,Charging Cable
821,29-10-2023,CUST821,Male,49,Electronics,1,300,300,2023,10,29,October,Q4,Power Adapter
822,29-10-2023,CUST822,Female,52,Beauty,3,50,150,2023,10,29,October,Q4,Hair Serum
823,29-10-2023,CUST823,Female,56,Electronics,2,50,100,2023,10,29,October,Q4,Keyboard
824,29-10-2023,CUST824,Male,63,Clothing,4,30,120,2023,10,29,October,Q4,Sweater
825,29-10-2023,CUST825,Female,46,Beauty,1,25,25,2023,10,29,October,Q4,Hair Serum
826,30-10-2023,CUST826,Female,46,Clothing,1,300,300,2023,10,30,October,Q4,Casual Shirt
827,31-10-2023,CUST827,Male,61,Beauty,3,300,900,2023,10,31,October,Q4,Nail Polish
828,31-10-2023,CUST828,Female,33,Electronics,4,300,1200,2023,10,31,October,Q4,Bluetooth Receiver
829,31-10-2023,CUST829,Male,61,Beauty,3,30,90,2023,10,31,November,Q4,Makeup Brush
